,num_spikes,firing_rate,presence_ratio,snr,isi_violations_ratio,isi_violations_count,rp_contamination,rp_violations,sliding_rp_violation,amplitude_cutoff,amplitude_median,isolation_distance,l_ratio,d_prime,silhouette,nn_hit_rate,nn_miss_rate
2,18.0,6.0,,6.731187,3.0864197530864197,1.0,0.0,0.0,,,4.8074594,,,,,,
3,64.0,21.333333333333332,,5.6179533,0.0,0.0,0.0,0.0,0.085,,4.175095,,,,,,
4,26.0,8.666666666666666,,5.888735,0.0,0.0,0.0,0.0,,,4.3250957,3.316768828137596e+17,,33.18760241343081,0.09272641921964958,0.0,0.0
5,64.0,21.333333333333332,,8.611975,0.0,0.0,0.0,0.0,0.2,,5.925912,,,32.52897417117876,0.10186091344361153,0.05859375,0.0
6,44.0,14.666666666666666,,8.229806,0.0,0.0,0.0,0.0,0.265,,5.857992,8.437168698635985e+18,,32.98327537063222,0.13255041972260828,0.4034090909090909,0.0
7,61.0,20.333333333333332,,11.480944,0.0,0.0,0.0,0.0,0.095,,7.419045,,,38.69021929248173,0.14466645912786846,0.7090163934426229,0.0
8,43.0,14.333333333333334,,12.046795,0.0,0.0,0.0,0.0,0.19,,7.307426,,,210.40723072746349,0.1476876605176282,0.8488372093023255,0.0
9,27.0,9.0,,12.386701,0.0,0.0,0.0,0.0,,,8.8547325,,,8.534137374826491,0.20768553827563296,0.8796296296296297,0.0
10,10.0,3.3333333333333335,,9.66606,0.0,0.0,0.0,0.0,,,6.7749114,1.7411887058497546e+19,,10.215813609390835,0.2400322539443182,0.775,0.0
